,created_at,hashtags,lang,location,locationBis,positivity,text
2586,2018-06-27 18:02:56,"['SERBRA', 'Brasil']",pt,"Petrópolis, Brasil",BRA,0,"Gabriel Jesus atuando como zagueiro, boa garoto. 
#SERBRA 
#Brasil"
2587,2018-06-27 18:02:56,"['england', 'korger', 'SERBRA']",en,,,0,RT @jesuisturnip: Football’s coming home. #england #korger #SERBRA https://t.co/CDaKCZfPN2
2588,2018-06-27 18:02:59,"['Copa2018', 'SERBRA', 'VAMOBRASIL']",es,Brasil,,0,AAAUUTOORIZAAA O ÁRBITRO!! #Copa2018 #SERBRA #VAMOBRASIL
2589,2018-06-27 18:02:59,['SERBRA'],en,"December 7th, 2018",,1,"My national team was coached by a Serb 

Now I want Serbia to win against Brazil, come on Matic you got this!

#SERBRA"
2590,2018-06-27 18:03:01,"['bra', 'Sevennationarmy', 'Berlino2006']",it,"Milan, Italy",ITA,0,"Vorrei ricordare ai ""cari"" tifosi brasiliani #bra che #Sevennationarmy è un ""copyright"" dell'Italia a #Berlino2006,… https://t.co/PAZscwPlTc"
2591,2018-06-27 18:03:01,[],pt,,,0,RT @IsaacNervoso: A FIFA COLOCOU UMA MÚSICA ALTA LOGO APÓS A EXECUÇÃO DO NOSSO HINO NACIONAL PARA ABAFAR OS BRASILEIROS... POBRE FIFA... TE…
2592,2018-06-27 18:03:02,[],pt,"Carmópolis de Minas, Brasil",URY,0,RT @IsaacNervoso: A FIFA COLOCOU UMA MÚSICA ALTA LOGO APÓS A EXECUÇÃO DO NOSSO HINO NACIONAL PARA ABAFAR OS BRASILEIROS... POBRE FIFA... TE…
2593,2018-06-27 18:03:03,[],pt,Daehwi's heart ,,0,"Brasil pelo amor de deus faz teu nome carai 
primeiro gol do Coutinho, gol de cabeça do Marcelo na cobrança de esca… https://t.co/MQVyt9aY7B"
2594,2018-06-27 18:03:04,"['Neymar', 'SERBRA', 'worldcup']",en,Rotterdam,USA,0,"RT @Andere_VanDuin: Trainer / Coach #Neymar 

#SERBRA #worldcup⁠ ⁠ https://t.co/WOpgIkIwJE"
2595,2018-06-27 18:03:05,['SERBRA'],de,LAB👁️🔬🇧🇪🏆,,0,RT @Codago: Gegen diese Serben sollte Brasilien eine Chance haben #SERBRA https://t.co/1EGSCLUx7W
2596,2018-06-27 18:03:07,"['SERBRA', 'WorldCup']",pt,Groningen,NLD,0,Neymar #SERBRA #WorldCup https://t.co/fzEJLTciSH
2597,2018-06-27 18:03:09,['SERBRA'],pt, Curitiba ,BRA,0,"Tuitando com os pés porque os dedos das mãos estão cruzadinhos.
#SERBRA"
2598,2018-06-27 18:03:10,['SERBRA'],en,,,1,THIS IS GONNA BE A GOOD ASS GAME🗣🗣🗣 #SERBRA https://t.co/hm4dtxsIQ9
2599,2018-06-27 18:03:11,[],en,United Kingdom,GBR,1,After some last minute tips for Serbia vs Brazil? Take a look at our match preview for some the latest odds and som… https://t.co/XwGbHt23BT
2600,2018-06-27 18:03:12,"['SERBRA', 'RUSIA2018', 'WorldCup']",it,Milano,ITA,0,"2' - Azione di Neymar che serve Coutinho, tiro che colpisce un suo compagno in fuorigioco. #SERBRA #RUSIA2018 #WorldCup"
2601,2018-06-27 18:03:12,"['SERBRA', 'WorldCup', 'bra', 'eng']",en,Leicester,GBR,0,Imagine if Brazil got knocked out too.... #SERBRA #WorldCup #bra #eng
2602,2018-06-27 18:03:13,"['SERBRA', 'BRA']",pt,Brasil,,0,"HORA DE COMEÇAR A TUITAR TUDO EM MAIÚSCULO ATÉ ACABAR ESSA MERDA DE JOGO
#SERBRA #BRA"
2603,2018-06-27 18:03:15,"['SERBRA', 'WKVoetbal', 'WKVoetbal2018', 'Worldcup2018', 'WorldCupRussia', 'WorldCupRussia2018']",en,,,0,Prediction 🇷🇸 0-3 🇧🇷#SERBRA #WKVoetbal #WKVoetbal2018 #Worldcup2018 #WorldCupRussia #WorldCupRussia2018 @Thundersheep1
2604,2018-06-27 18:03:16,[],fr,,,1,"RT @Le_Footoir: 🎁 GAGNEZ LE MAILLOT DE VOTRE CHOIX.
Plus que quelques heures pour jouer. Vous êtes désormais plus de 800 participants.

1⃣…"
2605,2018-06-27 18:03:18,"['Neymar', 'SERBRA']",fr,,,0,"Je suis le seul a avoir vu le petit pont de #Neymar a un joueur Serbe ?
#SERBRA"
2606,2018-06-27 18:03:18,"['Copa2018', 'SERBRA', 'CopaDoMundo']",pt,Rio de Janeiro,,0,"VAI MEU BRASIL 💛💚

#Copa2018 #SERBRA #CopaDoMundo https://t.co/nVV5iCQdZB"
2607,2018-06-27 18:03:18,['SERBRA'],fr,France,FRA,0,je crois en mon pays🇷🇸❤️ #SERBRA
2608,2018-06-27 18:03:19,"['BRA', 'SERBRA', 'worldcup']",pt,"Guarujá, Brasil",BRA,0,"Queria eu ta agora no bar que vai dar shots de graça a cada tombo do menino Ney 😂

VAMO BRASIL! 
RUMO AO HEXA!!!

#BRA #SERBRA 
#worldcup"
2609,2018-06-27 18:03:19,"['copa2018', 'BRA', 'VemHexa', 'SERBRA']",pt,"Rio de Janeiro, Brasil",,0,"Olhei a tela e só vejo Catchup e Mostarda. Acho que tô com fome.

#copa2018 #BRA #VemHexa #SERBRA"
2610,2018-06-27 18:03:19,[],fr,"Hauts-de-Seine, Ile-de-France",FRA,0,C'est pas la première fois qu'elle se fait deboiter un truc lol https://t.co/BP9hpmnB8L
2611,2018-06-27 18:03:21,"['SERBRA', 'WorldCup']",en,"Nairobi, Kenya",KEN,0,RT @terrikibiriti: Come on Serbia #SERBRA #WorldCup
2612,2018-06-27 18:03:21,"['SERBRA', 'BRASRB']",en,Haritha Swarga Bhoomi - Kerala,,0,"JESUS is the forward striker for Brasil !! No comments.

#SERBRA #BRASRB https://t.co/ds4MGSzMNh"
2613,2018-06-27 18:03:21,[],en,UK,,0,"RT @itvfootball: KICK-OFF: Here we go! It's all to play for in Group E

@CBF_Futebol 0️⃣-0️⃣ @FSSrbije 
@SFV_ASF 0️⃣-0️⃣ @fedefutbolcrc 

L…"
2614,2018-06-27 18:03:21,"['SERBRA', 'KORGER', 'WM2018']",de,Bad Nauheim,DEU,0,Da ist mal richtig Tempo im Spiel bei #SERBRA. Dagegen war das Spiel #KORGER in Zeitlupe und träge. #WM2018
2615,2018-06-27 18:03:23,"['SERBRA', 'WorldCupFacts']",en,"Ramsey, Isle of Man",CIV,1,"Aleksandr Kolarov designed the first Grandad shirt.
#SERBRA #WorldCupFacts"
2616,2018-06-27 18:03:23,['SERBRA'],fr,Left my heart in Dublin.,USA,-1,"Je sais même pas si je vais regarder #SERBRA , j’ai pas envie de voir le Brésil se rétamer comme une merde. 😞"
2617,2018-06-27 18:03:26,"['SERBRA', 'BRA', 'SRB', 'mitrovic']",en,,,0,RT @TomCourtney1: Imagine if Serbia knock out Brazil tonight as well #SERBRA #BRA #SRB #mitrovic
2618,2018-06-27 18:03:27,['SERBRA'],fr,"50.356797,3.537997",,1,Vous avez vu la différence sur son premier contact la semaine dernière Neymar serait encore tomber vive la VAR #SERBRA
2619,2018-06-27 18:03:29,"['SERBRA', 'WorldCup']",en,Pakistan,PAK,0,"Still can’t believe Germany are knocked out,hope Brazil sails through. #SERBRA #WorldCup"
2620,2018-06-27 18:03:30,"['SERBRA', 'WorldCup']",en,,,1,How many times will Neymar fall? #SERBRA #WorldCup
2621,2018-06-27 18:03:31,"['SERBRA', 'FIFAWCOnStarTimes']",en,Cloud9 ,,0,RT @LilKoima: Up next on World Football is #SERBRA so don't touch that dial #FIFAWCOnStarTimes https://t.co/5QHlpacuce
2622,2018-06-27 18:03:31,"['SERBRA', 'WorldCup']",en,Kingdom of Saudi Arabia,SAU,0,"RT @ChelseaFC: A place in the knock-out stages at stake...

Next up, it's @willianborges88's Brazil v Serbia! #SERBRA #WorldCup https://t.c…"
2623,2018-06-27 18:03:32,"['CM2018', 'SERBRA', 'SRBBRA']",fr,Paris,USA,0,"#CM2018 #SERBRA #SRBBRA 
On lance ce match avec les traditionnels hymnes nationaux ! On commence par celui de la Se… https://t.co/l2fOJ8MjUX"
2624,2018-06-27 18:03:33,['SERBRA'],pt,"São Paulo, Brasil",BRA,0,"IGNORA A ARBITRAGEM 
#SERBRA"
2625,2018-06-27 18:03:35,"['SERBRA', 'bbcWorldCup2018']",en,,,0,"Go go Serbia,beat BraZil! #SERBRA #bbcWorldCup2018"
2626,2018-06-27 18:03:35,[],fr,En procès a Nuremberg,,0,"RT @Arrowgance_: Fun fact, c’est pas la première fois qu’elle se fait déboîter quelque chose à cause de son frère https://t.co/dWs3s2Noi3"
2627,2018-06-27 18:03:35,['SERBRA'],fr,"France, Sud ouest ",FRA,0,Allez le Brésil #SERBRA
2628,2018-06-27 18:03:36,['SERBRA'],fr,Planète Terre ,,1,#SERBRA Aller les serbes je vous aime pas mais éliminé moi le Brésil !!!!
2629,2018-06-27 18:03:37,['SERBRA'],en,,,0,LET’S GO #SERBRA
2630,2018-06-27 18:03:37,['SERBRA'],en,Africa,,1,I just love the Brazilian national anthem 🇧🇷 #SERBRA
2631,2018-06-27 18:03:39,"['SERBRA', 'TudoPronto']",pt,,,0,DEUS NOS DEFENDERAY BRASIL #SERBRA #TudoPronto
2632,2018-06-27 18:03:40,['SERBRA'],en,Singapore,SGP,0,the wait is over. #SERBRA
2633,2018-06-27 18:03:40,['SERBRA'],en,"Wirral, U.K.",,0,Come on Serbia 🇷🇸 #SERBRA
2634,2018-06-27 18:03:42,"['SERBRA', 'WorldCupRussia2018']",en,UK,,0,"Opportunity missed!

#SERBRA #WorldCupRussia2018 https://t.co/6aKqgqCGCE"
2635,2018-06-27 18:03:43,"['SERBRA', 'SERBRE']",en,,,-1,#SERBRA #SERBRE fuck @gabrieljesus33
2636,2018-06-27 18:03:49,"['LesProfessionnels', 'SERBRA', 'SERBRE', 'CM2018']",fr,LAB👁️🔬🇧🇪🏆,,0,"RT @Rihan_Cypel: On est prêts, les enfants, les pieds sur la pelouse... #LesProfessionnels #SERBRA #SERBRE #CM2018 https://t.co/HIDFKXpKoe"
2637,2018-06-27 18:03:49,"['SERBRA', 'WorldCup']",en,🇳🇬,,0,"RT @ChelseaFC: A place in the knock-out stages at stake...

Next up, it's @willianborges88's Brazil v Serbia! #SERBRA #WorldCup https://t.c…"
2638,2018-06-27 18:03:50,"['SERBRA', 'WorldCup', 'bra', 'eng']",en,Royaume de SIAM ,,0,RT @MatthewB1979: Imagine if Brazil got knocked out too.... #SERBRA #WorldCup #bra #eng
2639,2018-06-27 18:03:52,['SERBRA'],pt,"São Paulo, Brasil",BRA,0,"O CAMPEÃO VOLTOOOO
#SERBRA"
2640,2018-06-27 18:03:53,['SERBRA'],en,쟈근 애옹애옹 | fanaccount,,0,ITS BEEN THREE MINUTES IM STRESSED #SERBRA
2641,2018-06-27 18:03:53,"['SERBRA', 'WorldCup']",en,,,0,"RT @ChelseaFC: A place in the knock-out stages at stake...

Next up, it's @willianborges88's Brazil v Serbia! #SERBRA #WorldCup https://t.c…"
2642,2018-06-27 18:03:53,['SERBRA'],pt,"белье Бензема, рай",,0,Hoje é dia de Jesus #SERBRA
2643,2018-06-27 18:03:53,['SERBRA'],de,Los Angeles ,USA,0,"RT @Yankeeunit91: Besser ist es für den Schauspieler da 😂
#SERBRA https://t.co/pDhRAfHYjR"
2644,2018-06-27 18:03:55,[],fr,"Barcelone, Espagne",,0,"RT @Arrowgance_: Fun fact, c’est pas la première fois qu’elle se fait déboîter quelque chose à cause de son frère https://t.co/dWs3s2Noi3"
2645,2018-06-27 18:04:00,['SERBRA'],en,Welwyn Garden City,GBR,1,Surely today is the day that Neymar steps up to the plate and proves to the World once again that he's the biggest twat in football #SERBRA
2646,2018-06-27 18:04:02,"['SERBRA', 'WorldCup']",pt,"Baltimore, MD",USA,0,RT @JurgenGreven: Neymar #SERBRA #WorldCup https://t.co/fzEJLTciSH
2647,2018-06-27 18:04:03,['serbra'],en,Kenya,KEN,0,"Waiting for Neymar exploits 

Serbia 0-0 Brazil

#serbra https://t.co/p5CN7h4zTJ"
2648,2018-06-27 18:04:05,['BRA'],de,,,0,"Die Freundin tickt schon bei Quali- und Testspielen von #BRA aus...Premiere bei einem WM-Spiel.

Ich glaube, ich we… https://t.co/BOwASCD8T9"
2649,2018-06-27 18:04:09,"['england', 'korger', 'SERBRA']",en,,,0,RT @jesuisturnip: Football’s coming home. #england #korger #SERBRA https://t.co/CDaKCZfPN2
2650,2018-06-27 18:04:09,[],pt,libra,,0,RT @IsaacNervoso: A FIFA COLOCOU UMA MÚSICA ALTA LOGO APÓS A EXECUÇÃO DO NOSSO HINO NACIONAL PARA ABAFAR OS BRASILEIROS... POBRE FIFA... TE…
2651,2018-06-27 18:04:11,[],en,,,1,"RT @Mndeni361: That Neymar chap, I'm sure he has a mirror in his shorts... He is very fond of checking himself out on the stadium tv screen…"
2652,2018-06-27 18:04:13,"['LesProfessionnels', 'SERBRA', 'SERBRE', 'CM2018']",fr,Lyon,FRA,0,"RT @Rihan_Cypel: On est prêts, les enfants, les pieds sur la pelouse... #LesProfessionnels #SERBRA #SERBRE #CM2018 https://t.co/HIDFKXpKoe"
2653,2018-06-27 18:04:14,"['WorldCup', 'KickOff', 'SERBRA', 'Serbia', 'Brazil']",en,Global 🌐,,0,"#WorldCup #KickOff! #SERBRA 🇷🇸#Serbia vs #Brazil 🇧🇷   
🏟️ Otkrytiye Arena 
🕓 8:00pm UTC 
🏆 Match Favourites: Brazil… https://t.co/V9TKndLrgv"
2654,2018-06-27 18:04:15,"['SERBRA', 'SerbiaVsBrazil', 'SerbiaBrasil', 'WorldCup2018']",en,"California, USA",,0,"Watch Soccer World Cup 

Serbia Vs Brazil

Stream Link: https://t.co/MKRbKDn0XL

#SERBRA #SerbiaVsBrazil #SerbiaBrasil #WorldCup2018"
2655,2018-06-27 18:04:15,"['DIRECT', 'CM2018', 'SERBRA']",fr,LAB👁️🔬🇧🇪🏆,,1,"RT @LesoirSports: #DIRECT Début du match entre le Brésil et la Serbie !
https://t.co/EJ3shyNgQe
#CM2018 #SERBRA"
2656,2018-06-27 18:04:15,['SERBRA'],pt,Manaus,BRA,0,"Meu amigo, olha o comprimento das pernas desses homi. #SERBRA"
2657,2018-06-27 18:04:15,"['WorldCup', 'KickOff', 'SERBRA', 'Serbia', 'Brazil']",en,"London, England",GBR,0,"RT @AlertTrade: #WorldCup #KickOff! #SERBRA 🇷🇸#Serbia vs #Brazil 🇧🇷   
🏟️ Otkrytiye Arena 
🕓 8:00pm UTC 
🏆 Match Favourites: Brazil (1.52)…"
2658,2018-06-27 18:04:16,"['SERBRA', 'R7naCopa']",pt,"São Paulo, Brasil",BRA,0,"Brasil começou bem... Ligado no jogo, sem dar chances para a Sérvia. Gostamos #SERBRA #R7naCopa"
2659,2018-06-27 18:04:20,"['SERBRA', 'worldcup', 'neymar']",en,Singapore,SGP,0,"RT @Mvan_berkel: Don't touch Neymar...
#SERBRA #worldcup #neymar https://t.co/CF9jRvBmGN"
2660,2018-06-27 18:04:20,['SERBRA'],en,Beirut - Riyadh,LBN,0,Maybe Serbia can do it. #SERBRA
2661,2018-06-27 18:04:21,['SERBRA'],pt,One direction / Zayn / Shawn,,0,Neymar et Coutinho ! DUO DE CHOC PTN  #SERBRA
2662,2018-06-27 18:04:22,[],fr,,,0,Bien vu https://t.co/7NHdDj16oR
2663,2018-06-27 18:04:22,"['BRA', 'SER', 'BRASEB', 'SERBRA']",en,United Kingdom,GBR,0,"Stream ▶️ https://t.co/6ScdunDR4L

Watch Online  - Brazil vs Serbia

#BRA #SER #BRASEB #SERBRA https://t.co/IKrf6BbFVt"
2664,2018-06-27 18:04:23,['SERBRA'],fr,🎁.🌻- infp,,0,oh cacete #SERBRA
2665,2018-06-27 18:04:24,['SERBRA'],pt,"Rio de Janeiro, Brasil",,0,"Coração até acelerou 
#SERBRA"
2666,2018-06-27 18:04:24,['SERBRA'],fr,,,0,Allez le Brésil ! 🇧🇷 #SERBRA
2667,2018-06-27 18:04:25,"['SERBRE', 'SERBRA', 'Copa2018']",pt,"Rio de Janeiro, Brazil",BRA,0,Fiz um litro de caipirinha mas tinha pouco limão acho q hj fico q nem maradona #SERBRE #SERBRA #Copa2018 https://t.co/aTODS5hCNt
2668,2018-06-27 18:04:25,['SERBRA'],en,Cali,COL,0,RT @sincereIyoongi: ITS BEEN THREE MINUTES IM STRESSED #SERBRA
2669,2018-06-27 18:04:27,['SERBRA'],en,"Carnmoney, now in San Antonio",USA,0,@laythy29 @Inbedwimaradona #SERBRA recognize those legs anywhere without needing a name.
2670,2018-06-27 18:04:27,['SERBRA'],en,"Up North, the grim bit.",,0,"Pixelating wanker. The sun is gone done melted the TV signal big metal thing stuff. 
#SERBRA"
2671,2018-06-27 18:04:29,"['WorldCup', 'SRBBRA', 'serbra', 'braser', 'brasrb']",pt,Earth,,0,NEYMAR!! @neymarjr #WorldCup #SRBBRA #serbra #braser #brasrb
2672,2018-06-27 18:04:29,"['DIRECT', 'CM2018', 'SERBRA']",fr,Bruxelles,,1,"#DIRECT Grosse occasion pour Neymar, en face à face avec le gardien serbe... mais il était hors-jeu
https://t.co/Dqzm4odljp
#CM2018 #SERBRA"
2673,2018-06-27 18:04:30,['SERBRA'],en,Jamaica,JAM,0,"Brazil NT team: Where everyone can be the captain 
#SERBRA"
2674,2018-06-27 18:04:30,"['SERBRA', 'FIFAWCOnStarTimes']",en,Takoradi.Ghana ,GHA,0,RT @LilKoima: Up next on World Football is #SERBRA so don't touch that dial #FIFAWCOnStarTimes https://t.co/5QHlpacuce
2675,2018-06-27 18:04:31,"['SERBRA', 'BRA']",pt,Lost In Japan,,0,"EU TENHO UM ATAQUE CARDÍACO ATÉ O FINAL DO JOGO, É ISTO. 
#SERBRA 
#BRA"
2676,2018-06-27 18:04:31,[],fr,"Ile-de-France, France",FRA,0,"RT @Arrowgance_: Fun fact, c’est pas la première fois qu’elle se fait déboîter quelque chose à cause de son frère https://t.co/dWs3s2Noi3"
2677,2018-06-27 18:04:31,['SERBRA'],pt,hogwarts {gryffindor} ; 🏳️‍🌈,,0,"Aiiii ia sendo socorro. Avisem antes de fazerem essas jogadas, isto é impróprio para cardíacos xD #SERBRA"
2678,2018-06-27 18:04:31,"['SERBRA', 'WorldCup', 'Copa2018']",pt,Born in Rio. Raised in Belém,NLD,0,"Vamos, Brasil, que eu quero o meu 4x0 #SERBRA #WorldCup #Copa2018 https://t.co/abUV5AfhM7"
2679,2018-06-27 18:04:33,"['DIRECT', 'CM2018', 'SERBRA']",fr,Bruxelles,,1,"#DIRECT Grosse occasion pour Neymar, en face à face avec le gardien serbe... mais il était hors-jeu
https://t.co/EJ3shyNgQe
#CM2018 #SERBRA"
2680,2018-06-27 18:04:34,['SERBRA'],en,South.,,0,All Jesus knows is offside smh #SERBRA
2681,2018-06-27 18:04:34,['SERBRA'],en,,,0,RT @sincereIyoongi: ITS BEEN THREE MINUTES IM STRESSED #SERBRA
2682,2018-06-27 18:04:35,"['SERBRA', 'GERKOR', 'FifaWorldCup2018', 'Ger', 'FifaWorldCup2018']",en,"Mumbai, India",IND,0,"RT @ashok_bholani: #SERBRA #GERKOR 
20% of #FifaWorldCup2018 is over today..#Ger  and another 20% of #FifaWorldCup2018  will be decided tod…"
2683,2018-06-27 18:04:35,"['SERBRA', 'worldcup']",en,,,0,Can Serbia 🇷🇸 pull a South Korea 🇰🇷 on Brazil 🇧🇷? #SERBRA #worldcup
2684,2018-06-27 18:04:36,"['SERBRA', 'BRA', 'Copa2018']",pt,"Curitiba, Brazil",BRA,0,"Melhor defesa da Copa. 
#SERBRA #BRA #Copa2018"
2685,2018-06-27 18:04:36,"['SERBRA', 'SUICRC', 'WorldCup']",en,"Birmingham, England",USA,-1,"Damn @ITVSport...the audio levels were wonky on ITV4, could barely hear the crowd, commentary were loud af. #SERBRA #SUICRC #WorldCup"
2686,2018-06-27 18:04:36,['SERBRA'],pt,"São Paulo, Brasil",BRA,0,"Tá sempre impedido como assim?

#SERBRA"
2687,2018-06-27 18:04:36,[],fr,,,0,"RT @Arrowgance_: Fun fact, c’est pas la première fois qu’elle se fait déboîter quelque chose à cause de son frère https://t.co/dWs3s2Noi3"
2688,2018-06-27 18:04:37,['SERBRA'],en,"Reykjavik, Iceland",ISL,0,Neeeeeeeey maaar 🤦‍♂️ #SERBRA
2689,2018-06-27 18:04:37,"['SERBRA', 'CDM18']",fr,"Alençon, Basse-Normandie",FRA,0,Aller les Serbe et les Suisse l exploit d éliminer le Brésil et possible 💪💪 #SERBRA  #CDM18
2690,2018-06-27 18:04:38,['SERBRA'],pt,Catalão / Goiás / Brasil ✌,BRA,0,Gabriel Jesus não consegue fugir dos impedimentos... Todo jogo errando no posicionamento! 🙄 #SERBRA
2691,2018-06-27 18:04:39,"['SERBRA', 'bra', 'BrazilvsSerbia', 'neymarjr']",en,usa,,1,"RT @soloastarwar: Serbia vs Brazil, FIFA World Cup 2018 LIVE stream online #SERBRA  #bra #BrazilvsSerbia  #neymarjr 
LIVE NOW &gt;&gt;&gt;&gt;https://t…"
2692,2018-06-27 18:04:40,"['Russian', 'SRB', 'BRA', 'SERBRA']",en,Pakistan,PAK,-1,"The battle of Gladiators and Barbarian Horde began in Group E inside the #Russian Colosseum,

#SRB vs  #BRA #SERBRA… https://t.co/zXPv8e3gya"
2693,2018-06-27 18:04:40,['SeRBRA'],en,Heima,,0,Hakim garisna lolong.. #SeRBRA
2694,2018-06-27 18:04:40,['SERBRA'],pt,"Lisboa, Portugal",PRT,0,Grande corte Neymar #SERBRA
2695,2018-06-27 18:04:40,['SERBRA'],en,Neverland,,0,Brazil #SERBRA
2696,2018-06-27 18:04:41,"['SerbiaBrasile', 'SerbiaBrasile', 'SERBRA', 'WorldCupRussia2018']",it,ITALY FOR MOST OF THE YEAR ❊ A 600 SQ FT OLD-FASHIONED COTTAGE HOUSE ❊ TODDLER MOMMY ❊ 1 MAINE COON CAT ❊ 1 PINT OF COFFEE,,0,⚽️ Ascolto il commento di #SerbiaBrasile facendo altro &amp; tifo per Marcelo Ficarra @FicarraePicone #SerbiaBrasile #SERBRA #WorldCupRussia2018
2697,2018-06-27 18:04:42,"['SERBRA', 'BRA']",pt,,,0,"RT @craudiabr: O POVO CANTANDO O HINO ACAPELA 
O HEXA JÁ ESTÁ ENTRE NÓS SÓ NÃO VÊ QUEM NÃO QUER

#SERBRA #BRA https://t.co/MqLhRDedcM"
2698,2018-06-27 18:04:44,"['SERBRA', 'bra', 'BrazilvsSerbia', 'neymarjr']",en,United Kingdom,GBR,1,"RT @soloastarwar: Serbia vs Brazil, FIFA World Cup 2018 LIVE stream online #SERBRA  #bra #BrazilvsSerbia  #neymarjr 
LIVE NOW &gt;&gt;&gt;&gt;https://t…"
2699,2018-06-27 18:04:48,"['SERBRA', 'MondialiMediaset']",it,stócaz (zo) italia,,0,#SERBRA #MondialiMediaset Se esce anche il Brasile mi sego fino a domaniiii! 😂😂😂😂😂 https://t.co/U0z4R1UyVS
2700,2018-06-27 18:04:48,['SERBRA'],de,Hier,,0,"#SERBRA
Die Serbische-Nationalmannschaft trägt ihren Namen zurecht,
fast alle Spieler enden auf - ic und sind durch… https://t.co/vN86kW8Ul3"
2701,2018-06-27 18:04:49,[],pt,Brasil,,0,RT @IsaacNervoso: A FIFA COLOCOU UMA MÚSICA ALTA LOGO APÓS A EXECUÇÃO DO NOSSO HINO NACIONAL PARA ABAFAR OS BRASILEIROS... POBRE FIFA... TE…
2702,2018-06-27 18:04:50,['SERBRAّ'],en,Trincomalee,LKA,1,"RT @shanap305: Serbia vs Brazil
//

 FIFA World Cup 2018

#SERBRAّ

Live Stream HD

Mobile

https://t.co/n6YDgt1SUI https://t.co/fjlzQM3FQF"
2703,2018-06-27 18:04:50,['SERBRA'],pt,,,0,"Go, Serbia, Go!!! 👻
 #SERBRA"
2704,2018-06-27 18:04:51,"['Copa2018', 'SERBRA']",pt,"Rio de Janeiro, Brasil",,0,"@MauMeirelles Ah cara, não vamos crucificar quem falou isso #Copa2018 #SERBRA"
2705,2018-06-27 18:04:51,['SERBRA'],fr,"Paris, France",FRA,1,COUTHINO EST LE MEILLEUR JOUEUR BRESILIENS (me parler pas du transsexuel consanguin svp) #SERBRA
2706,2018-06-27 18:04:53,[],en,United Kingdom,GBR,1,After some last minute tips for Serbia vs Brazil? Take a look at our match preview for the latest odds and some fre… https://t.co/itEnPwDllh
2707,2018-06-27 18:04:53,"['england', 'korger', 'SERBRA']",en,,,0,RT @jesuisturnip: Football’s coming home. #england #korger #SERBRA https://t.co/CDaKCZfPN2
2708,2018-06-27 18:04:53,['SERBRA'],en,"England, United Kingdom",GBR,1,Jesus misses a sitter. Bobby Firminho would’ve tucked that away nicely #SERBRA
2709,2018-06-27 18:04:53,"['SERBRA', 'WorldCup']",en,,,0,"RT @ChelseaFC: A place in the knock-out stages at stake...

Next up, it's @willianborges88's Brazil v Serbia! #SERBRA #WorldCup https://t.c…"
2710,2018-06-27 18:04:55,['SERBRA'],en,the netherlands,,-1,#SERBRA raise the flag moron
2711,2018-06-27 18:04:55,"['SERBRA', 'WorldCup']",pt,"Enschede, Nederland",NLD,0,RT @JurgenGreven: Neymar #SERBRA #WorldCup https://t.co/fzEJLTciSH
2712,2018-06-27 18:04:58,"['Copa2018', 'Canarinho', 'BRA']",pt,"Jurerê, SC - Brasil",,0,"RT @GarneroBrunno: RT no Capir8️⃣ com a camisa da Alemanha pra dar sorte!

🤞🏼💛💚💙

BÓRAAAAA BRAZÉUUUUUUU!!!

#Copa2018 #Canarinho #BRA #SERB…"
2713,2018-06-27 18:05:00,"['WorldCup', 'SERBRA']",en,"Newcastle, UK",ZAF,0,Brazil look up for this. Let the football do the talking and not ropey haircuts and play acting. #WorldCup #SERBRA
2714,2018-06-27 18:05:00,"['CM2018', 'SRBBRA', 'SERBRE', 'SERBRA', 'BRA']",fr,Paris,USA,0,"#CM2018 #SRBBRA #SERBRE #SERBRA 
Et on continue avec l'hymne du brésil #BRA 
https://t.co/HUm9cSa35C"
2715,2018-06-27 18:05:01,"['SERBRA', 'BRASER', 'CM2018']",fr,"Tokyo-to, Japan",JPN,0,Neymar sérieux ? 🙄 #SERBRA #BRASER #CM2018
2716,2018-06-27 18:05:02,"['Brazil', 'SERBRA', 'WorldCup']",en,Hong Kong,HKG,1,At least #Brazil is looking for the win. #SERBRA #WorldCup
2717,2018-06-27 18:05:02,[],pt,Golpelândia - FORA TEMER,,0,"Essa transmissão carnavalesca da Globo, o Galvão de sempre mas agora também amordaçado pela Neymar S/A, Ronaldo Gor… https://t.co/WfGhgB4r7i"
2718,2018-06-27 18:05:02,"['SERBRA', 'TudoPronto']",pt,,,0,Parece que começamos com azar mas segue tudo normal brasileiro tá acostumado a sofrer e dar a volta por cima #SERBRA #TudoPronto
2719,2018-06-27 18:05:03,"['SERBRE', 'SERBRA']",fr,"Sainte-Anne-sur-Brivet, France",GLP,1,#SERBRE #SERBRA ce levé de drapeau en toute fin d action c'est vraiment pénible
2720,2018-06-27 18:05:03,"['SERBRA', 'WorldCup']",en,,,1,Good save👏 #SERBRA #WorldCup @FIFAWorldCup
2721,2018-06-27 18:05:04,[],es,,,0,"RT @Match_Analysis: ¿Listo para dos partidos a la vez? 🆘 Nosotros te tenemos cubierto 👍 con ⚡️ cambio inmediato entre partidos.

Acompáñano…"
2722,2018-06-27 18:05:07,[],pt,"Brooklyn, NY",USA,0,"COMEÇOU, VAI BRASIL!

pai nosso que está no céu
protegido seja o nosso gol
venha a nós muito futebol
sejam feitos o… https://t.co/9OgsjCQ9C0"
