,created_at,hashtags,lang,location,locationBis,positivity,text
3988,2018-06-17 18:23:40,"['BRASWI', 'WorldCup2018']",en,,,0,"RT @FCB_NewsFR: PHILIPPE COUTINHO ! 😱

#BRASWI #WorldCup2018 https://t.co/qnMVDj4gAi"
3989,2018-06-17 18:23:40,"['coutinho', 'BRASWI']",en,jeorella,,1,RT @pierrevh17: What a lovely curve👌🏽🔥#coutinho #BRASWI
3990,2018-06-17 18:23:40,[],en,Nigeria,NGA,1,"RT @YNaija: Coutinho!!!
You need to be made of a different kind of stock to score a goal like that. Brilliant!

Brazil 🇧🇷 1 - 0 Switzerland…"
3991,2018-06-17 18:23:40,"['BRA', 'SWI', 'BRASWI']",en,Ananindeua / Pará / Brasil,BRA,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
3992,2018-06-17 18:23:40,['BRASWI'],en,"Scotland, United Kingdom",GBR,0,RT @SkyBet: 🙄 Philippe Coutinho scoring from outside the area? We don't believe it. #BRASWI https://t.co/UDowWliDKi
3993,2018-06-17 18:23:41,['BRASWI'],en,,,0,Ke golasoo de Coutinho!!!!⚽️⚽️##BRASWI
3994,2018-06-17 18:23:41,"['BRASWI', 'WorldCup']",en,Kenya,KEN,0,"RT @KTSKenya: #BRASWI 
Phillipe Coutinho helps Brazil to take the lead with a classical Goal  #WorldCup https://t.co/PfkE5tTszn"
3995,2018-06-17 18:23:41,"['BRA', 'SWI', 'BRASWI']",en,"Johannesburg, South Africa",ZAF,1,"RT @GoalUK: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/MiTxjntx53"
3996,2018-06-17 18:23:41,['BRASWI'],en,london,,-1,That was typical Coutinho 👏🏽 #BRASWI
3997,2018-06-17 18:23:42,['BRASWI'],en,"London, England",GBR,1,Brazil get me more excited than my love life ever could #BRASWI https://t.co/Cx7gTzmvQr
3998,2018-06-17 18:23:43,"['WorldCup', 'Brazil', 'BRASWI']",en,chester-le-street,,1,"I love watching Brazil anyway, but that is a thing of beauty 😍  #WorldCup #Brazil #BRASWI — watching Brazil vs Switzerland"
3999,2018-06-17 18:23:44,['BRASWI'],en,In you ;),,1,RT @FBaresi: Wow what a goal @Phil_Coutinho #BRASWI @FIFAWorldCup
4000,2018-06-17 18:23:44,"['Coutinho', 'BRASWI', 'wonderstrike']",en, Scotland,,0,That’s what you call a goal 🇧🇷 #Coutinho #BRASWI #wonderstrike
4001,2018-06-17 18:23:44,"['bra', 'BRASWI']",en,"Leeds, England",GBR,1,That was a beautiful goal.. what a curve that had.. Coutinho take a bow son #bra #BRASWI
4002,2018-06-17 18:23:44,"['BRASWI', 'BRA', 'SUI', 'WorldCup']",en,,,1,"RT @BetsOnAllFooty: Here's that absolute beauty from Coutinho. 💥

#BRASWI #BRA #SUI #WorldCup https://t.co/LtLiNk8oCI"
4003,2018-06-17 18:23:44,"['WorldCup18', 'BRASWI']",en,,,0,Did coutinho score? #WorldCup18 #BRASWI https://t.co/lnJObucf3d
4004,2018-06-17 18:23:44,"['BRA', 'SWI', 'BRASWI']",en,Panamá,PAN,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4005,2018-06-17 18:23:45,"['BRASWI', 'WorldCup']",en,"Nairobi, Kenya",KEN,0,"RT @KTSKenya: #BRASWI 
Phillipe Coutinho helps Brazil to take the lead with a classical Goal  #WorldCup https://t.co/PfkE5tTszn"
4006,2018-06-17 18:23:45,"['BRA', 'SWI', 'BRASWI']",en,VGC,,1,"RT @GoalUK: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/MiTxjntx53"
4007,2018-06-17 18:23:45,[],en,Skaro/Anfield.,,1,"Neymar was that little kid who owned the ball &amp; had to take every free kick, penalty etc etc, &amp; took the ball in wh… https://t.co/sKdBSVr2LS"
4008,2018-06-17 18:23:45,"['WorldCup2018', 'BRASWI']",en,"Kempton Park, South Africa",ZAF,1,"This is by far the best World Cup ever. Everyone wants to win it, can’t wait to see the top 16 🔥🔥🔥🔥🔥 #WorldCup2018 #BRASWI"
4009,2018-06-17 18:23:45,"['BRASWI', 'Brasil', 'WorldCup']",en,,,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4010,2018-06-17 18:23:45,"['BRASWI', 'BRA']",en,"Mamelodi, South Africa",ZAF,1,"RT @442oons: Wonder where Neymar got the idea for his new hair-cut...
#BRASWI #BRA https://t.co/JwgKg3jaDz"
4011,2018-06-17 18:23:46,['BRASWI'],en,,,-1,Nasty goal from Coutinho. Brazil is gonna spank Switzerland #BRASWI
4012,2018-06-17 18:23:46,"['BRASWI', 'thatsmyteam', 'bra']",en,In the middle of England,,0,"#BRASWI
Did you hear me screaming, world?!

I'm beating my chest like a gorilla 🦍

#thatsmyteam! #bra"
4013,2018-06-17 18:23:46,"['BRA', 'BRASWI', 'BrazilVSSwitzerland', 'WorldCup', 'WorldCup2018', 'WorldCupRussia2018']",en,,,1,#BRA right now. #BRASWI #BrazilVSSwitzerland #WorldCup #WorldCup2018 #WorldCupRussia2018 https://t.co/e4RyclfAsa
4014,2018-06-17 18:23:46,['BRASWI'],en,Canada,CAN,1,#BRASWI GOOAAAAL. If Germany doesn’t win the World Cup I hope Brazil does
4015,2018-06-17 18:23:46,"['lfc', 'BRASWI']",en,,,0,"So what, don’t even miss couthino 😕 #lfc #BRASWI"
4016,2018-06-17 18:23:46,"['BRA', 'GOAL', 'SWI', 'BRASWI', 'WorldCup']",en,,,0,"RT @RTSportNews: #BRA score 1st #GOAL! 

#SWI
#BRASWI 
#WorldCup

https://t.co/8jmyfR2lW4 https://t.co/aICiamOy0I"
4017,2018-06-17 18:23:47,"['BRA', 'SWI', 'BRASWI']",en,Remote,,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4018,2018-06-17 18:23:47,"['BRA', 'SWI', 'BRASWI']",en,"Tizi Ouzou, Algeria",DZA,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4019,2018-06-17 18:23:47,"['BRASWI', 'bbcworldcup']",en,,,1,"Coutinho not a patch on the player he was a liverpool, would have put in right in the top corner back then 😂😂 #BRASWI #bbcworldcup"
4020,2018-06-17 18:23:48,"['BRASWI', 'WorldCup']",fr,Abidjan - DMV ADP 2500,CIV,0,COUTINHOOOOO C'EST LE BARCAAA😂😂💥💥🔥🔥🔥🔥 #BRASWI #WorldCup
4021,2018-06-17 18:23:49,"['BRA', 'SWI', 'BRASWI']",en,"Centurion, South Africa",ZAF,1,"RT @GoalUK: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/MiTxjntx53"
4022,2018-06-17 18:23:48,"['BRASWI', 'Brazil']",en,"Raleigh, NC",USA,1,"He’s so so good at this finish.

Coutinho 👋🏻

#BRASWI #Brazil https://t.co/NCyBTgDX4o"
4023,2018-06-17 18:23:49,['BRASWI'],en,Presidente Comparsa Barbárabes,,1,RT @FBaresi: Wow what a goal @Phil_Coutinho #BRASWI @FIFAWorldCup
4024,2018-06-17 18:23:49,['BRASWI'],en,"Cardiff, Wales",GBR,1,Well that was a lovely goal #BRASWI
4025,2018-06-17 18:23:49,"['BRA', 'SWI', 'BRASWI']",en,🇳🇬x🇬🇧,,1,"RT @GoalUK: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/MiTxjntx53"
4026,2018-06-17 18:23:50,"['WorldCup', 'BRASWI']",en,"Houston,Texas",USA,1,Omg Coutinho with the best goal of the #WorldCup #BRASWI
4027,2018-06-17 18:23:51,"['BRASWI', 'WorldCup']",en,"Swansea, Wales",USA,0,What a goal by Coutinho 🚀 #BRASWI #WorldCup
4028,2018-06-17 18:23:51,"['BRA', 'SWI', 'BRASWI']",en,Kuala Lumpur,MYS,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4029,2018-06-17 18:23:52,"['BRA', 'SWI', 'BRASWI']",en,RUSSIA ,RUS,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4030,2018-06-17 18:23:52,"['BrasileSvizzera', 'BRASWI', 'MondialiMediaset']",it,,,0,"""Neymar ha fatto arrivare il suo parrucchiere dal Brasile"". Vorrà presentargli Willian e Marcelo? #BrasileSvizzera #BRASWI #MondialiMediaset"
4031,2018-06-17 18:23:52,"['BRASWI', 'BRA']",en,Sky,,1,"RT @442oons: Wonder where Neymar got the idea for his new hair-cut...
#BRASWI #BRA https://t.co/JwgKg3jaDz"
4032,2018-06-17 18:23:53,['BRASWI'],fr,"Paris, France",FRA,-1,Je cautionne pas la coupe de Neymar. Il a sorti une espèce de banane louche là nope #BRASWI
4033,2018-06-17 18:23:53,"['brasui', 'BRESUI', 'BRASWI']",fr,"Paris, France",FRA,0,RT @Tiina__10: Aïe aïe aïe Coutinho... 😭😭😍 vous êtes pas prêts!.. 😏😍😍😍 #brasui #BRESUI #BRASWI
4034,2018-06-17 18:23:53,"['BRASWI', 'Brasil', 'WorldCup']",en,"Jódar, España",,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4035,2018-06-17 18:23:53,"['WM2018', 'BRASWI']",en,"Zürich, Schweiz",,-1,I can't wait for switzerland to win against brazil and the entire world to go insane #WM2018 #BRASWI
4036,2018-06-17 18:23:54,"['BRASWI', 'Worldcup2018Russia', 'WorldCupRussia']",en,"ÜT: 38.256459,-85.705646",,-1,Coutinho’s curlers are the new “Robben cutting from the left and shooting”. What a goal. #BRASWI #Worldcup2018Russia #WorldCupRussia
4037,2018-06-17 18:23:54,['BRASWI'],en,Cardiff,GBR,0,Woah #BRASWI https://t.co/pegMoBFPwR
4038,2018-06-17 18:23:54,"['BRA', 'SWI', 'BRASWI']",en,Pawtucket...,USA,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4039,2018-06-17 18:23:54,"['WorldCup', 'BRASWI']",en,"Ripley, UK",GBR,1,What a smack Coutinho. Wonderful #WorldCup #BRASWI
4040,2018-06-17 18:23:55,"['SWIBRA', 'BRASWI']",en,UK,,0,World class strike #SWIBRA #BRASWI
4041,2018-06-17 18:23:55,"['BRASWI', 'WorldCup']",en,"Lagos, Nigeria",PRT,-1,The pace and technique in Coutinho's shot is frightening #BRASWI #WorldCup
4042,2018-06-17 18:23:55,"['BRA', 'SUI', 'BRASWI', 'BRASUI', 'WorldCup']",en,,,0,#BRA could run riot here against #SUI here I feel...#BRASWI #BRASUI #WorldCup
4043,2018-06-17 18:23:55,"['BRESUI', 'BRASWI']",fr,Your Brain★,,1,RT @bwishiasbb: Les brésiliens connaissent le football papapa!! Que c’est beau #BRESUI #BRASWI
4044,2018-06-17 18:23:55,[],en,"Tlokweng, Botswana",BWA,1,Not a Brazil fan but I gotta appreciate...that was a beautiful goal https://t.co/w9pAURAAeb
4045,2018-06-17 18:23:56,['BRASWI'],pt,,,0,Coutinho 🔥 #BRASWI
4046,2018-06-17 18:23:56,"['BRASWI', 'WorldCup']",en,"London, England",GBR,0,Lift off got Brazil 🚀 #BRASWI #WorldCup https://t.co/vIDj9vqCNU
4047,2018-06-17 18:23:56,['BRASWI'],en,Eastern Cape,,1,Skilled and polished...and that is Brazil. #BRASWI
4048,2018-06-17 18:23:57,"['BRASWI', 'WorldCupRussia2018']",en,Corsham Wiltshire,,0,WHAT A BEAUTY FROM COUTINHO !!!!!! #BRASWI #WorldCupRussia2018
4049,2018-06-17 18:23:57,"['BRASWI', 'bra']",en,oooop north somewhere,,0,#BRASWI #bra English commentators do my head in when Brazil are playing. All Brazil have to do is turn up and they… https://t.co/jmhGgfsOe2
4050,2018-06-17 18:23:57,"['BRASWI', 'WorldCup2018']",en,Sousse,TUN,0,"RT @FCB_NewsFR: PHILIPPE COUTINHO ! 😱

#BRASWI #WorldCup2018 https://t.co/qnMVDj4gAi"
4051,2018-06-17 18:23:58,"['WorldCup2018', 'BRASWI', 'WorldCup2018']",en,PUNE-Maharastra,,0,Brazil-1 #WorldCup2018 #BRASWI #WorldCup2018
4052,2018-06-17 18:23:59,['BRASWI'],en,"Soweto, South Africa",ZAF,0,Brazilians were born for this #BRASWI
4053,2018-06-17 18:23:59,"['BRA', 'BRASWI', 'WorldCup']",en,,,1,OHHHHHH MY WHAT A BEAUTIFUL GOAL BY COUTINHO 😮 #BRA #BRASWI #WorldCup https://t.co/I9xCSSPcPK
4054,2018-06-17 18:24:00,"['FifaWorldCup2018', 'BRASWI']",en,Leicester UK,,1,Great strike! Love this time of the year!!! #FifaWorldCup2018 #BRASWI @FIFAWorldCup! Even better with a @BudweiserUK
4055,2018-06-17 18:24:00,['BrazilVSSwitzerland'],en,,,0,"⚽️ Gooooal
🇧🇷 Brazil has scored
20' min: Goal by Philippe Coutinho
Brazil 1 - Switzerland 0
#BrazilVSSwitzerland… https://t.co/7ZGPF5lzQt"
4056,2018-06-17 18:24:00,['BRASWI'],en,Ghana,GHA,1,RT @FBaresi: Wow what a goal @Phil_Coutinho #BRASWI @FIFAWorldCup
4057,2018-06-17 18:24:00,"['BRA', 'SWI', 'BRASWI']",en,"Hamburg, Germany",DEU,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4058,2018-06-17 18:24:01,['BRASWI'],en,,,1,I really want switzerland to win but damn that goal was beautiful #BRASWI
4059,2018-06-17 18:24:01,['BRASWI'],en,Stourbridge,GBR,-1,"That goal was a bit good wasn’t it, bloody hell. #BRASWI"
4060,2018-06-17 18:24:01,['BRASWI'],en,"Birmingham, England",USA,0,Brazil are doing alright with Allison and Miranda in the team 😎 #BRASWI
4061,2018-06-17 18:24:02,"['BRASWI', 'WorldCup2018']",en,Mystic Falls | 63 03 18 41 45,,0,"RT @FCB_NewsFR: PHILIPPE COUTINHO ! 😱

#BRASWI #WorldCup2018 https://t.co/qnMVDj4gAi"
4062,2018-06-17 18:24:02,[],en,Haïti +509 Area,,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
4063,2018-06-17 18:24:02,['BRASWI'],pt,LDN,,0,Coutinho goal #BRASWI https://t.co/tWTDm6XE5P
4064,2018-06-17 18:24:02,"['BRASWI', 'WorldCup2018']",en,Senegal,SEN,0,"RT @FCB_NewsFR: PHILIPPE COUTINHO ! 😱

#BRASWI #WorldCup2018 https://t.co/qnMVDj4gAi"
4065,2018-06-17 18:24:02,"['BRASWI', 'WC18']",pt,"Jeddah, Kingdom of Saudi Arabia",SAU,0,"Coutinho 😱
🇧🇷 🇧🇷 🇧🇷

#BRASWI 
#WC18"
4066,2018-06-17 18:24:03,[],en,,,1,"Glad to see the Brazil 🇧🇷 we all love have turned up. One touch, flicks, step overs &amp; audacious goals.... it’s been… https://t.co/OqpOjgp5BQ"
4067,2018-06-17 18:24:03,['BRASWI'],pt,"Guadalajara, MX",MEX,0,Coutinho 😱 #BRASWI
4068,2018-06-17 18:24:03,"['BRA', 'SUI', 'BRASWI', 'WorldCup']",en,lost in the music ,,1,"RT @WrldSoccerShop: What an incredible curling effort by @Phil_Coutinho to give #BRA the 1-0 lead over #SUI

#BRASWI #WorldCup"
4069,2018-06-17 18:24:03,"['BRASWI', 'Brasil', 'WorldCup']",en,bxd caos,,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4070,2018-06-17 18:24:04,"['Coutinho', 'BRASWI']",en,"San Jose, CA",USA,0,RT @90MAAT_: What. A. Hit. #Coutinho #BRASWI
4071,2018-06-17 18:24:04,"['WorldCup', 'BRASWI']",en,"Sahiwal, pakistan ",PAK,0,Coutinhooooooo🔥🔥 what a beauty #WorldCup #BRASWI
4072,2018-06-17 18:24:04,"['BRA', 'SWI', 'BRASWI']",en,Coimbra,PRT,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4073,2018-06-17 18:24:05,"['BRA', 'GOAL', 'SWI', 'BRASWI', 'WorldCup']",en,BRAZIL,BRA,0,"RT @RTSportNews: #BRA score 1st #GOAL! 

#SWI
#BRASWI 
#WorldCup

https://t.co/8jmyfR2lW4 https://t.co/aICiamOy0I"
4074,2018-06-17 18:24:06,"['WorldCup', 'BRASWI']",en,ON MY PURSUIT OF HAPPINESS,,0,"RT @ChumaNnoli: What a strike by Coutinho!

Brazil 1-0 Switzerland

#WorldCup #BRASWI"
4075,2018-06-17 18:24:06,"['BRA', 'BRASWI', 'WorldCup']",en,,,1,RT @FIFAWCGoals: OHHHHHH MY WHAT A BEAUTIFUL GOAL BY COUTINHO 😮 #BRA #BRASWI #WorldCup https://t.co/I9xCSSPcPK
4076,2018-06-17 18:24:07,"['WorldCupRussia2018', 'BRASWI']",en,,,0,Brasil wearing their trademark kit have scored a worldy. I now pronounce #WorldCupRussia2018 open. #BRASWI
4077,2018-06-17 18:24:07,"['BRASWI', 'Brasil', 'WorldCup']",en,,,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4078,2018-06-17 18:24:07,['BRASWI'],en,Nowhere ,,0,He might become Brazil's skinny Legend #BRASWI
4079,2018-06-17 18:24:07,"['BRASWI', 'Brasil', 'WorldCup']",en,Error 404 not found.,,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4080,2018-06-17 18:24:07,"['BRESUI', 'BRASWI']",fr,,,0,Quand Margotton prononce Schär. Voici l'image que j'ai en tête. #BRESUI #BRASWI https://t.co/193iUvlUqi
4081,2018-06-17 18:24:08,"['BRASWI', 'FifaWorldCup2018']",en,,,0,Courtiniho #BRASWI #FifaWorldCup2018 https://t.co/cx6TOZdLKO
4082,2018-06-17 18:24:08,"['BRASWI', 'Brasil', 'WorldCup']",en,Delhi,IND,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4083,2018-06-17 18:24:08,"['copa2018nolouco', 'BRASWI']",pt,,,0,23’ O Brasil começava a crescer e chegou ao gol no estilo Coutinho. Neymar bem na partida também. #copa2018nolouco #BRASWI
4084,2018-06-17 18:24:08,['BRASWI'],fr,Japon,,-1,Ca casse Neymar de dingue. Quand Casimero va faire tournoyer les cheville faudra pas s’étonner #BRASWI
4085,2018-06-17 18:24:09,"['BRASWI', 'WorldCup2018']",en,"Bury Saint Edmunds, England",,1,Oh wow Countinho that was unreal! What a hit! #BRASWI #WorldCup2018
4086,2018-06-17 18:24:09,"['BRASWI', 'WorldCup2018']",en,,,0,"RT @FCB_NewsFR: PHILIPPE COUTINHO ! 😱

#BRASWI #WorldCup2018 https://t.co/qnMVDj4gAi"
4087,2018-06-17 18:24:09,"['BRA', 'SWI', 'BRASWI']",en,"Johor Bahru, Johor",MYS,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4088,2018-06-17 18:24:09,['BRASWI'],en,kent,,0,Why does neymar look like he has spaghetti on his head??? #BRASWI
4089,2018-06-17 18:24:10,"['BRASWI', 'BRESUI', 'WorldCup']",fr,,,1,#BRASWI Moi devant la frappe de Coutinho #BRESUI  #WorldCup Magnifique ! https://t.co/zXsfARE43p
4090,2018-06-17 18:24:11,['BRASWI'],en,London,GBR,1,"It was coming, Brazil just too too too good. #BRASWI"
4091,2018-06-17 18:24:11,['BRASWI'],en,,,-1,@ITV so many ads online... just insane. #BRASWI
4092,2018-06-17 18:24:12,"['BRA', 'SWI', 'BRASWI']",en,"Lagos, Nigeria",PRT,1,"RT @GoalUK: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/MiTxjntx53"
4093,2018-06-17 18:24:12,"['BRA', 'SWI', 'BRASWI']",en,Guatemala,GTM,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4094,2018-06-17 18:24:13,"['BRA', 'SWI', 'BRASWI']",en,Yerevan,ARM,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4095,2018-06-17 18:24:13,"['BRASWI', 'WorldCup2018']",en,Sheffield South Yorkshire,,1,Wow what a goal!!! #BRASWI #WorldCup2018
4096,2018-06-17 18:24:13,"['BraSwi', 'FIFAWorldCup']",en,U S of A,,0,That’s what €150mil looks like in human form. #BraSwi #FIFAWorldCup
4097,2018-06-17 18:24:13,"['BRASWI', 'Nati']",fr,mouvaux,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
4098,2018-06-17 18:24:13,['BRASWI'],es,"Valle De La Pascua, Venezuela",VEN,0,Coutinho hazme un hijo. 🇧🇷 #BRASWI
4099,2018-06-17 18:24:14,"['BRA', 'SWI', 'BRASWI']",en,"Kuching, Sarawak, Malaysia",MYS,1,"RT @goal: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/9KPfvbLdWn"
4100,2018-06-17 18:24:14,['BRASWI'],fr,Switzerland,CHE,0,on en parle de la coupe de neymar... #BRASWI
4101,2018-06-17 18:24:14,"['WorldCup', 'BRASWI']",en,"Ottawa, Ontario",USA,-1,DAMN! Typical Coutinho goal. What a beauty R2+Square at half bar.#WorldCup #BRASWI Goalll 🇧🇷
4102,2018-06-17 18:24:14,['BRASWI'],en,,,0,@NGSuperEagles  hope you guys are watching how the match #BRASWI  ...na una mate oo
4103,2018-06-17 18:24:14,['BRASWI'],en,Leicester,GBR,0,@Phil_Coutinho class! Miss seeing that in a red shirt 😭#BRASWI
4104,2018-06-17 18:24:15,['BRASWI'],en,,,0,Brazilian Ronaldo used his haircut to distract from his knee injury.  Winder what Neymar using his haircut to distract from?  #BRASWI
4105,2018-06-17 18:24:15,"['WorldCup', 'BrazilVSSwitzerland', 'BRASUI', 'BRASWI']",en,"Abuja, Nigeria",NGA,1,How to know a serious minded team at the #WorldCup Lovely goal from Cotinho #BrazilVSSwitzerland #BRASUI #BRASWI
4106,2018-06-17 18:24:15,[],en,,,1,"RT @OptaJean: 4 - Valon Behrami has become the first Swiss 🇨🇭 player to appear in 4 different World Cups (2006, 2010, 2014 &amp; 2018). Boss. #…"
4107,2018-06-17 18:24:15,['BRASWI'],en,Redcar,GBR,0,Yess Courtinhooo👌🏻 #BRASWI @FIFAWorldCup @BBCMOTD
4108,2018-06-17 18:24:15,"['BRA', 'BRASWI']",en,"Birmingham, England, UK",USA,0,"Neymar's hairstyle make him look like a parrot.
Neymar's hairstyle make him look like a parrot.
#BRA #BRASWI"
4109,2018-06-17 18:24:16,['BRASWI'],en,,,0,Coutinho what a 🍑 #BRASWI
4110,2018-06-17 18:24:17,"['BRASWI', 'WorldCup']",en,"Q Mthwalume, KZN, South Africa",ZAF,0,"RT @KTSKenya: #BRASWI 
Phillipe Coutinho helps Brazil to take the lead with a classical Goal  #WorldCup https://t.co/PfkE5tTszn"
4111,2018-06-17 18:24:17,"['BRASWI', 'Brasil', 'WorldCup']",en,Ireland,IRL,0,"RT @ChrisNE14ST: What a goal by Coutinho!

#BRASWI #Brasil #WorldCup 

https://t.co/Ycmge4kwVI"
4112,2018-06-17 18:24:17,"['BraSwi', 'TeamBrazil']",en,johannesburg,,-1,Samba boys already traumatizing other kids  😂😂😂 #BraSwi #TeamBrazil
4113,2018-06-17 18:24:19,['BRASWI'],en,Blackpool,GBR,1,It’s like Switzerland have never seen coutinho play. Have him the freedom of the park! He does that so many times #BRASWI
4114,2018-06-17 18:24:19,['BRASWI'],en,"Henderson, TX",USA,1,Cross bar your the real MVP #BRASWI
4115,2018-06-17 18:24:19,['BRASWI'],pt,"Birmingham, UK ",USA,0,Coutinho 😶 #BRASWI
4116,2018-06-17 18:24:20,"['BRA', 'SWI', 'BRASWI']",en,"Durban, South Africa",ZAF,1,"RT @GoalUK: GOAAAL!

A PHENOMENAL strike from Coutinho to give #BRA the lead against #SWI! #BRASWI https://t.co/MiTxjntx53"
4117,2018-06-17 18:24:20,['BRASWI'],en,"Ranchi, India",IND,0,"RT @RVCJ_FB: What a journey!
#BRASWI https://t.co/SnHBtYkOu7"
4118,2018-06-17 18:24:20,['BRASWI'],en,,,1,RT @FBaresi: Wow what a goal @Phil_Coutinho #BRASWI @FIFAWorldCup
4119,2018-06-17 18:24:20,"['WorldCup2018', 'BRASWI', 'WorldCup']",en,in My dream Land,,0,"RT @asjadnazir: Brazil just started their #WorldCup2018 with this Coutinho goal against Switzerland. 🙈
#BRASWI #WorldCup https://t.co/OhQlQ…"
4120,2018-06-17 18:24:20,"['WorldCup', 'BRASWI']",en,"London, England",GBR,1,Coutinho with an absolute beautiful finish #WorldCup #BRASWI https://t.co/r8yx8ZO45O
4121,2018-06-17 18:24:21,"['BRA', 'BRASWI', 'WorldCup']",en,"Calgary, Canada",CAN,0,"RT @Fristajler: 💥 Coutinho what a beauty! #BRA

#BRASWI #WorldCup https://t.co/wp5EXuU0Bw"
4122,2018-06-17 18:24:21,"['BRASWI', 'WorldCup']",en,Gibraltar,GIB,1,May as well put a trademark on that kind of finish from Coutinho 🔥 #BRASWI #WorldCup
4123,2018-06-17 18:24:22,"['lfc', 'BrazilSwitzerland', 'BRASWI']",en,Saint Helier,JEY,0,I miss them goals for us #lfc #BrazilSwitzerland #BRASWI https://t.co/nCu7tjML2X
4124,2018-06-17 18:24:23,"['BRASWI', 'Worldcup2018Russia']",en,"Richard's Bay, South Africa",PHL,1,"Beautiful goal from Coutinho!!

Brazil 🇧🇷 is on tonite! 💥💥

#BRASWI #Worldcup2018Russia"
4125,2018-06-17 18:24:23,"['Bra', 'BRAvSWL', 'BRASWI', 'WC2018']",en,,,1,That Coutinho strike had the stamp of the Brazil we love and dream of #Bra #BRAvSWL #BRASWI #WC2018
4126,2018-06-17 18:24:23,"['brazil', 'worldcup', 'switzerland', 'BRASWI']",en,"London, England",GBR,1,"Best long-shot ability in world football, take a bow @Phil_Coutinho. 🌎 ⚽️ 🔥 #brazil #worldcup #switzerland #BRASWI"
4127,2018-06-17 18:24:23,['BRASWI'],en,Uganda,UGA,1,"BRAZIL: Fresh.Vibrant. Exciting. imaginative football,  so far. 

#BRASWI"
4128,2018-06-17 18:24:23,"['BRASWI', 'WorldCup2018']",en,95,,0,"RT @FCB_NewsFR: PHILIPPE COUTINHO ! 😱

#BRASWI #WorldCup2018 https://t.co/qnMVDj4gAi"
