Age,Country,Description,Link,Name,Position,Firstname,Lastname
25,Costa,"One of Costa Rican football’s brightest talents, Joel Campbell can play out wide, cut in from the flank, slot into an attacking midfield role or operate as a false nine.",https://api.fifa.com/api/v1/picture/players/2018fwc/307529_sq-300_jpg?allowDefaultPicture=true,JOEL CAMPBELL,Forward,Joel,Campbell
28,Costa,"Quick and incisive, Marco Urena has a gift for shaking off markers, turning and feinting, and provides the perfect presence up front.",https://api.fifa.com/api/v1/picture/players/2018fwc/270144_sq-300_jpg?allowDefaultPicture=true,MARCOS URENA,Forward,Marcos,Urena
23,Croatia,"After moving from boyhood club Zadar to NK Zagreb, Dominik Livakovic began to attract attention from European sides starting from 2016, having already chalked up over 100 appearances in Croatia’s top flight by the age of 22.",https://api.fifa.com/api/v1/picture/players/2018fwc/369029_sq-300_jpg?allowDefaultPicture=true,DOMINIK LIVAKOVIC,Goalkeeper,Dominik,Livakovic
28,Croatia,"After Stipe Pletikosa retired from international football, fellow Split native Lovre Kalinic became Croatia’s second-choice goalkeeper behind Danijel Subasic.",https://api.fifa.com/api/v1/picture/players/2018fwc/376287_sq-300_jpg?allowDefaultPicture=true,LOVRE KALINIC,Goalkeeper,Lovre,Kalinic
33,Croatia,"Danijel Subasic had to wait a long time to secure his spot as Croatia’s number-one goalkeeper. Only after the retirement of Stipe Pletikosa, who played at the 2002, 2006 and 2014 World Cups, did the Zadar-born shotstopper inherit the starting jersey.",https://api.fifa.com/api/v1/picture/players/2018fwc/299887_sq-300_jpg?allowDefaultPicture=true,DANIJEL SUBASIC,Goalkeeper,Danijel,Subasic
26,Croatia,"An athletic and pacey right-back who has long been considered one of the brightest talents in Croatian football, Sime Vrsaljko left his home club Dinamo Zagreb for Genoa in Italy at the age of 21. Towards the start of his international career, he often found himself on the left of defence, since long-serving captain Darijo Srna occupied the right-back slot.",https://api.fifa.com/api/v1/picture/players/2018fwc/336485_sq-300_jpg?allowDefaultPicture=true,SIME VRSALJKO,Defender,Sime,Vrsaljko
30,Croatia,"Since making his international debut in 2010 under Slaven Bilic, Ivan Strinic has for long spells been Croatia’s go-to man at left-back. A hamstring injury ruled him out of the 2014 FIFA World Cup(tm) in Brazil, so he is looking to make up for lost time in Russia.",https://api.fifa.com/api/v1/picture/players/2018fwc/357988_sq-300_jpg?allowDefaultPicture=true,IVAN STRINIC,Defender,Ivan,Strinic
32,Croatia,"A product of the Dinamo Zagreb academy, Vedran Corluka moved to England at the age of 21, quickly earning a reputation as a quality centre-half firstly at Manchester City and then Tottenham. After a brief stint in Germany at Bayer Leverkusen, he accepted a move to Lokomotiv Moscow in 2012 and has been there ever since.",https://api.fifa.com/api/v1/picture/players/2018fwc/297373_sq-300_jpg?allowDefaultPicture=true,VEDRAN CORLUKA,Defender,Vedran,Corluka
28,Croatia,,https://api.fifa.com/api/v1/picture/players/2018fwc/312432_sq-300_jpg?allowDefaultPicture=true,DEJAN LOVREN,Defender,Dejan,Lovren
22,Croatia,"When fit, Jedvaj tends to be preferred at right-back for Croatia. Having used him in several friendlies this year, it seems Zlatko Dalich is ready to give Tin a chance at the 2018 FIFA World Cup Russia™, as he is one of the few utility defenders the Vatreni coach can rely on.",https://api.fifa.com/api/v1/picture/players/2018fwc/372987_sq-300_jpg?allowDefaultPicture=true,TIN JEDVAJ,Defender,Tin,Jedvaj
21,Croatia,"The youngest player in Croatia’s World Cup squad, Duje Caleta-Car’s inclusion came largely thanks to his commanding performances for Red Bull Salzburg in spring 2018. The rangy defender was instrumental in his team’s unexpected run to the UEFA Europa League semi-final.",https://api.fifa.com/api/v1/picture/players/2018fwc/372424_sq-300_jpg?allowDefaultPicture=true,DUJE CALETA-CAR,Defender,Duje,Caleta-car
29,Croatia,"Four years ago, Domagoj Vida was heading to Brazil for the 2014 FIFA World Cup as a back-up player, but this time around he is an established member of the starting line-up. The defender, who is capable of playing anywhere on the back line, played at UEFA EURO 2016 and started all of Croatia’s qualifiers for the 2018 FIFA World Cup Russia™.",https://api.fifa.com/api/v1/picture/players/2018fwc/299896_sq-300_jpg?allowDefaultPicture=true,DOMAGOJ VIDA,Defender,Domagoj,Vida
29,Croatia,"A serious injury robbed Pivaric of the chance to represent his country at UEFA EURO 2016, but since then his international career has gone from strength to strength. He was the first-choice left-back throughout Croatia’s qualifying campaign for the 2018 FIFA World Cup Russia™, although he had to make way for Ivan Strinic’s return in the play-offs.",https://api.fifa.com/api/v1/picture/players/2018fwc/375261_sq-300_jpg?allowDefaultPicture=true,JOSIP PIVARIC,Defender,Josip,Pivaric
30,Croatia,"Although at club level Ivan Rakitic has won everything possible, producing his best performances in the biggest games for Barcelona and Sevilla, he has not had the same luck for his national team at major tournaments.",https://api.fifa.com/api/v1/picture/players/2018fwc/296633_sq-300_jpg?allowDefaultPicture=true,IVAN RAKITIC,Midfielder,Ivan,Rakitic
24,Croatia,"Raised in the Austrian city of Linz, Mateo Kovacic is one of the most talented young Croatian players and, according to Luka Modric, potentially a future star in world football.",https://api.fifa.com/api/v1/picture/players/2018fwc/339987_sq-300_jpg?allowDefaultPicture=true,MATEO KOVACIC,Midfielder,Mateo,Kovacic
32,Croatia,"Luka Modric has won everything possible at club level for Real Madrid, including the FIFA Club World Cup, but many believe Russia 2018 is his last chance to deliver on the international stage.",https://api.fifa.com/api/v1/picture/players/2018fwc/241559_sq-300_jpg?allowDefaultPicture=true,LUKA MODRIC,Midfielder,Luka,Modric
25,Croatia,"A product of Hrvatski Dragovoljac’s academy, Marcelo Brozovic is a dream for any football coach: the multi-talented midfielder reads play superbly and is comfortable anywhere across the midfield line.",https://api.fifa.com/api/v1/picture/players/2018fwc/380000_sq-300_jpg?allowDefaultPicture=true,MARCELO BROZOVIC,Midfielder,Marcelo,Brozovic
26,Croatia,"Filip Bradaric spent much of his early career in his home town, graduating from the youth academy into the first team at Hajduk Split. However, his breakthrough as a player only came after his 2015 move to Rijeka, where his leadership qualities quickly came to the fore.",https://api.fifa.com/api/v1/picture/players/2018fwc/402149_sq-300_jpg?allowDefaultPicture=true,FILIP BRADARIC,Midfielder,Filip,Bradaric
29,Croatia,"Towards the start of his career, Milan Badelj was often referred to as ‘the new Luka Modric’. Marked down as a playmaker, in one of his first seasons at home-town club Dinamo Zagreb he actually showed an unexpected knack for scoring goals himself, chipping in with 14 that campaign.",https://api.fifa.com/api/v1/picture/players/2018fwc/357991_sq-300_jpg?allowDefaultPicture=true,MILAN BADELJ,Midfielder,Milan,Badelj
29,Croatia,"Split-born Ivan Perisic is undoubtedly one of the most important players in this current Croatia squad. In qualification for the 2018 FIFA World Cup Russia™, the experienced winger started 11 games, was never substituted and managed to score in the decisive 4-1 victory against Greece in the play-offs.",https://api.fifa.com/api/v1/picture/players/2018fwc/359381_sq-300_jpg?allowDefaultPicture=true,IVAN PERISIC,Forward,Ivan,Perisic
26,Croatia,"Kramaric made his debut for Croatia under Niko Kovac in 2014, scoring or assisting in each of his first three games for the national team, but his most important goals in international football have come under new coach Zlatko Dalic. The forward produced a brace in the vital 2-0 away win against Ukraine in qualification for the 2018 FIFA World Cup Russia™ and subsequently scored in the 4-1 win against Greece in the play-offs.",https://api.fifa.com/api/v1/picture/players/2018fwc/336472_sq-300_jpg?allowDefaultPicture=true,ANDREJ KRAMARIC,Forward,Andrej,Kramaric
30,Croatia,"Nikola Kalinic is one of a handful of players in this Croatia squad that have represented their country at three previous EUROs: in 2008, 2012 and 2016. However, for a number of reasons the graduate from Hajduk Split’s academy has never appeared at the FIFA World Cup™.",https://api.fifa.com/api/v1/picture/players/2018fwc/297379_sq-300_jpg?allowDefaultPicture=true,NIKOLA KALINIC,Forward,Nikola,Kalinic
32,Croatia,"In his youth, Mario Mandzukic was often compared to Croatian great Alen Boksic, but the forward from Slavonski Brod long ago surpassed the achievements of his renowned predecessor.",https://api.fifa.com/api/v1/picture/players/2018fwc/375518_sq-300_jpg?allowDefaultPicture=true,MARIO MANDZUKIC,Forward,Mario,Mandzukic
24,Croatia,Ante Rebic first exploded onto the scene as a youngster when he almost single-handedly beat Ukraine in a key qualifier for the 2015 UEFA European Under-21 Championship.,https://api.fifa.com/api/v1/picture/players/2018fwc/369058_sq-300_jpg?allowDefaultPicture=true,ANTE REBIC,Forward,Ante,Rebic
23,Croatia,"Blessed with elegant technique and the ability to quickly change direction with the ball at his feet, Pjaca is nevertheless unusually muscular and tall for a winger, a quality that has impressed his coaches at international level since his debut at 19 years old.",https://api.fifa.com/api/v1/picture/players/2018fwc/369057_sq-300_jpg?allowDefaultPicture=true,MARKO PJACA,Forward,Marko,Pjaca
31,Denmark,"A shot-stopper that has developed into a dependable No1 for club and country, Kasper Schmeichel has emerged from the shadow of his famous goalkeeping father, Peter, to forge a successful career in his own right.",https://api.fifa.com/api/v1/picture/players/2018fwc/278388_sq-300_jpg?allowDefaultPicture=true,KASPER SCHMEICHEL,Goalkeeper,Kasper,Schmeichel
29,Denmark,"A reliable shot-stopper and distributor of the ball from the back, Jonas Lossl shows remarkable agility for a tall and imposing frame. This can be seen in his ability to make a wide variety of saves at full stretch, which he did with regularity at Huddersfield Town.",https://api.fifa.com/api/v1/picture/players/2018fwc/318462_sq-300_jpg?allowDefaultPicture=true,JONAS LOSSL,Goalkeeper,Jonas,Lossl
25,Denmark,"Considered a natural replacement for first-choice goalkeeper Kasper Schmeichel, Frederik Ronnow’s stock has risen in recent times after playing a key role in Brondby’s return to the upper echelons of Danish football.",https://api.fifa.com/api/v1/picture/players/2018fwc/401283_sq-300_jpg?allowDefaultPicture=true,FREDERIK RONNOW,Goalkeeper,Frederik,Ronnow
25,Denmark,"An imposing centre-back who has shown to be an aerial threat in attack, Jannik Vestergaard has developed into a reliable defender.",https://api.fifa.com/api/v1/picture/players/2018fwc/358302_sq-300_jpg?allowDefaultPicture=true,JANNIK VESTERGAARD,Defender,Jannik,Vestergaard
29,Denmark,"Team captain and starting centre-back, Simon Kjaer serves as a steady force in the Danish defence, having been an ever-present in his country’s qualifying campaign for the world finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/309962_sq-300_jpg?allowDefaultPicture=true,SIMON KJAER,Defender,Simon,Kjaer
25,Denmark,"Another left-back option for coach Age Hareide, Jonas Knudsen’s strong performances with English second-tier club Ipswich Town has the defender in consideration for the Danes at the world finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/365738_sq-300_jpg?allowDefaultPicture=true,JONAS KNUDSEN,Defender,Jonas,Knudsen
22,Denmark,"An emerging centre-back, who is comfortable with the ball at his feet, Andreas Christensen is looking to build on a solid campaign with English Premier League side Chelsea by making his mark for his native Denmark at Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/401281_sq-300_jpg?allowDefaultPicture=true,ANDREAS CHRISTENSEN,Defender,Andreas,Christensen
28,Denmark,"A centre-back who can provide an aerial presence at both ends of the pitch, Mathias Jorgensen will be among a group of Denmark defenders looking to earn a spot in the starting line-up.",https://api.fifa.com/api/v1/picture/players/2018fwc/318485_sq-300_jpg?allowDefaultPicture=true,MATHIAS JORGENSEN,Defender,Mathias,Jorgensen
28,Denmark,"A right-back who can also play on the wing, Henrik Dalsgaard has benefitted from Denmark coach Age Hareide’s decision to move Jens Larsen from the right side of his defensive line to left-back.",https://api.fifa.com/api/v1/picture/players/2018fwc/318477_sq-300_jpg?allowDefaultPicture=true,HENRIK DALSGAARD,Defender,Henrik,Dalsgaard
27,Denmark,"At club level, Jens Larsen’s main role has been in the right-back position. Yet, having versatility in your game is always valuable as head coach Age Hareide has preferred to utilise Larsen at left-back.",https://api.fifa.com/api/v1/picture/players/2018fwc/395455_sq-300_jpg?allowDefaultPicture=true,JENS STRYGER LARSEN,Defender,Jens,Strygerlarsen
35,Denmark,"An attack-minded midfielder who can operate centrally or on either flank, Michael Krohn-Dehli is armed with creative skill and a quick turn of pace.",https://api.fifa.com/api/v1/picture/players/2018fwc/302550_sq-300_jpg?allowDefaultPicture=true,MICHAEL KROHN-DEHLI,Midfielder,Michael,Krohn-dehli
33,Denmark,"With more than a decade of experience in the Danish national team, vice-captain William Kvist is sure to see Russia 2018 as the highlight of an international career that has included its fair share of ups and downs.",https://api.fifa.com/api/v1/picture/players/2018fwc/299421_sq-300_jpg?allowDefaultPicture=true,WILLIAM KVIST,Midfielder,William,Kvist
26,Denmark,"A midfielder with a reliable ability to link up play between the backline and the attack, Thomas Delaney was an essential player in Denmark’s successful run to qualifying for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/372855_sq-300_jpg?allowDefaultPicture=true,THOMAS DELANEY,Midfielder,Thomas,Delaney
26,Denmark,"An attacking midfielder with a proven ability to create and score goals, Christian Eriksen is considered an essential part of Denmark’s plans for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/321716_sq-300_jpg?allowDefaultPicture=true,CHRISTIAN ERIKSEN,Midfielder,Christian,Eriksen
24,Denmark,"One of many Danish players to benefit from a move abroad, Lukas Lerager’s performances in Belgium and France have drawn the attention of Denmark coach Age Hareide in recent months.",https://api.fifa.com/api/v1/picture/players/2018fwc/405205_sq-300_jpg?allowDefaultPicture=true,LUKAS LERAGER,Midfielder,Lukas,Lerager
32,Denmark,"Lasse Schone will be looking to make up for lost time at Russia 2018, having missed out on the chance to debut at a world finals when a serious knee injury ruled him out of making the Danish squad for South Africa 2010.",https://api.fifa.com/api/v1/picture/players/2018fwc/313907_sq-300_jpg?allowDefaultPicture=true,LASSE SCHONE,Midfielder,Lasse,Schone
27,Denmark,"A key member of Denmark’s attack, Nicolai Jorgensen will be relied upon to provide a cutting edge for the Scandinavians at Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/360184_sq-300_jpg?allowDefaultPicture=true,NICOLAI JORGENSEN,Forward,Nicolai,Jorgensen
27,Denmark,"A forward that can be relied upon in set-piece situations, Martin Braithwaite will be contesting for a starting role amongst a talented group of Denmark strikers.",https://api.fifa.com/api/v1/picture/players/2018fwc/372857_sq-300_jpg?allowDefaultPicture=true,MARTIN BRAITHWAITE,Forward,Martin,Braithwaite
20,Denmark,"A young forward with a powerful shot, Kasper Dolberg is considered an emerging talent in Danish football.",https://api.fifa.com/api/v1/picture/players/2018fwc/402096_sq-300_jpg?allowDefaultPicture=true,KASPER DOLBERG,Forward,Kasper,Dolberg
24,Denmark,"A winger who is comfortable on either flank or up front as a striker, Viktor Fischer offers creativity and a cutting edge in a dynamic-looking Denmark attack.",https://api.fifa.com/api/v1/picture/players/2018fwc/336131_sq-300_jpg?allowDefaultPicture=true,VIKTOR FISCHER,Forward,Viktor,Fischer
23,Denmark,"A tall forward who can reliably win the ball in the air and has very quick feet, Yussuf Poulsen will aim to make his contributions in qualifying translate into appearances at Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/336133_sq-300_jpg?allowDefaultPicture=true,YUSSUF YURARY POULSEN,Forward,Yussuf,Yurarypoulsen
25,Denmark,There are hopes amongst Denmark fans that Russia 2018 may be a competition that sees striker Andreas Cornelius come of age.,https://api.fifa.com/api/v1/picture/players/2018fwc/360188_sq-300_jpg?allowDefaultPicture=true,ANDREAS CORNELIUS,Forward,Andreas,Cornelius
23,Denmark,"A pacey, attack-minded winger that can operate on either flank, Pione Sisto is considered an emerging talent in Danish football.",https://api.fifa.com/api/v1/picture/players/2018fwc/395448_sq-300_jpg?allowDefaultPicture=true,PIONE SISTO,Forward,Pione,Sisto
45,Egypt,"Essam El Hadary could set a new record during the 2018 FIFA World Cup Russia™. The goalkeeper will be aged 45 years and five months when the tournament kicks off, meaning he could become the oldest player ever to appear at the finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/155050_sq-300_jpg?allowDefaultPicture=true,ESSAM ELHADARY,Goalkeeper,Essam,Elhadary
34,Egypt,"Sherif Ekramy has enjoyed a long international career between the posts, having first represented his country at youth level in 2001.",https://api.fifa.com/api/v1/picture/players/2018fwc/184382_sq-300_jpg?allowDefaultPicture=true,SHERIF EKRAMY,Goalkeeper,Sherif,Ekramy
29,Egypt,"Mohamed El Shenawy shares goalkeeping duties in the Egypt squad with Essam El Hadary, having been handed his maiden cap by Hector Cuper against Portugal in March. He also represented Egypt at U-18 level.",https://api.fifa.com/api/v1/picture/players/2018fwc/408948_sq-300_jpg?allowDefaultPicture=true,MOHAMED ELSHENAWY,Goalkeeper,Mohamed,Elshenawy
29,Egypt,"Ali Gabr played 270 minutes of the qualifiers for the 2018 FIFA World Cup™, and he is likely to be a key performer for Hector Cuper on Russian soil. Fresh from his excellent displays in qualifying, much is expected of Gabr at the finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/401838_sq-300_jpg?allowDefaultPicture=true,ALI GABR,Defender,Ali,Gabr
30,Egypt,"Right-back Ahmed Elmohamady is one of the more experienced campaigners in the Egypt ranks, along with Ahmed Fathi and Essam El Hadary. Involved in the senior side for more than ten years, he is now relishing the crowning moment of a place at the World Cup.",https://api.fifa.com/api/v1/picture/players/2018fwc/256311_sq-300_jpg?allowDefaultPicture=true,AHMED ELMOHAMADY,Defender,Ahmed,Elmohamady
27,Egypt,"Ahmed Hegazy was a central figure for the Pharaohs on the road to the 2018 FIFA World Cup Russia, with his tally of 540 minutes on the pitch surpassed only by Mohamed El Neny. He is a vital cog in the heart of Egypt's rearguard and a crucial asset for coach Hector Cuper, who will be depending on his defensive talents, his European experience and his physical prowess to keep opponents at bay.",https://api.fifa.com/api/v1/picture/players/2018fwc/344640_sq-300_jpg?allowDefaultPicture=true,AHMED HEGAZY,Defender,Ahmed,Hegazy
33,Egypt,"Ahmed Fathi is the second oldest player in the Egypt squad after goalkeeper Essam El Hadary. He has featured for his nation for more than 17 years and has taken part in all the Pharaohs' recent continental campaigns, including their trio of CAF Africa Cup of Nations triumphs in 2006, 2008 and 2010.",https://api.fifa.com/api/v1/picture/players/2018fwc/303682_sq-300_jpg?allowDefaultPicture=true,AHMED FATHI,Defender,Ahmed,Fathi
27,Egypt,"Having represented Egypt at U-20 level, Ashraf is hoping to seize his chance to flourish at the 2018 FIFA World Cup, particularly as he boasts the defensive solidity and experience that Cuper values so highly.",https://api.fifa.com/api/v1/picture/players/2018fwc/306460_sq-300_jpg?allowDefaultPicture=true,AYMAN ASHRAF,Defender,Ayman,Ashraf
32,Egypt,"Mohamed Abdel Shafi featured in the majority of the qualifiers on the road to the 2018 FIFA World Cup, playing 450 minutes and playing a key role as the Pharaohs secured their finals berth. Abdel Shafi's experience is likely to prove a useful asset to Egypt's defence in Russia. Quick and adept at causing issues for the opposition down his flank, he is the archetypal modern full-back.",https://api.fifa.com/api/v1/picture/players/2018fwc/356053_sq-300_jpg?allowDefaultPicture=true,MOHAMED ABDELSHAFY,Defender,Mohamed,Abdelshafy
23,Egypt,"A combative and tactically disciplined centre-half, Mahmoud Hamdy El Wensh is sure to feature at the world finals to some extent, given coach Hector Cuper’s desire to keep things tight at the back.",https://api.fifa.com/api/v1/picture/players/2018fwc/411607_sq-300_jpg?allowDefaultPicture=true,MAHMOUD HAMDY,Defender,Mahmoud,Hamdy
29,Egypt,"Possessing vast experience, excellent defensive know-how and a keen sense of anticipation, Saad Samir looks set to be a vital member of coach Hector Cuper's squad at the finals this summer.",https://api.fifa.com/api/v1/picture/players/2018fwc/312951_sq-300_jpg?allowDefaultPicture=true,SAMIR SAAD,Defender,Samir,Saad
26,Egypt,"A right-back who can also operate in midfield, Omar Gaber represented Egypt's U-20 side and Olympic team before making the step up to the seniors. He went on to contest 270 minutes during the qualifiers for Russia 2018, suggesting that his versatility will prove important to coach Hector Cuper at the finals.",https://api.fifa.com/api/v1/picture/players/2018fwc/344652_sq-300_jpg?allowDefaultPicture=true,OMAR GABER,Midfielder,Omar,Gaber
26,Egypt,Midfielder Sam Morsy is awaiting his chance to shine for Egypt. He has made just one competitive outing for Egypt so far and now hopes for a more active role at Russia 2018.,https://api.fifa.com/api/v1/picture/players/2018fwc/407023_sq-300_jpg?allowDefaultPicture=true,SAM MORSY,Midfielder,Sam,Morsy
29,Egypt,"Tarek Hamed is a defensive midfielder with a gift for thwarting opposition attacks. He began his career with Tala'ea El Gaish before joining Smouha and later signing for current club Zamalek. A core member of the Egypt team, meanwhile, he spent more time on the pitch during the qualifiers for the 2018 FIFA World Cup than any other players aside from Mohamed El Neny and Ahmed Hegazy.",https://api.fifa.com/api/v1/picture/players/2018fwc/395858_sq-300_jpg?allowDefaultPicture=true,TAREK HAMED,Midfielder,Tarek,Hamed
25,Egypt,"Mohamed El Neny is a force of nature, always on the move and masterful in the challenge – qualities which have made him a pillar of the Egypt midfield. He was the player most used by coach Hector Cuper during the 2018 FIFA World Cup qualifiers, racking up 720 minutes on the pitch. His Premier League experience is sure to give the Pharaohs a huge boost as they look to go far at Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/332777_sq-300_jpg?allowDefaultPicture=true,MOHAMED ELNENY,Midfielder,Mohamed,Elneny
32,Egypt,"For many, Abdulla Said is the rightful successor to Mohamed Aboutrika as Egypt's chief orchestrator. Boasting a refined technique and eye for goal, his qualities have earned him the admiration of coach Hector Cuper, who handed him 472 minutes during the qualifiers for Russia 2018.",https://api.fifa.com/api/v1/picture/players/2018fwc/230099_sq-300_jpg?allowDefaultPicture=true,ABDALLA SAID,Midfielder,Abdalla,Said
23,Egypt,"Attacking midfielder Trezeguet features prominently in coach Hector Cuper's plans, having racked up 356 minutes on the pitch during the qualifiers for the 2018 FIFA World Cup. Possessing excellent technique and the ability to create danger in attacking areas, Trezeguet will be among the Pharaohs' key players in Russia.",https://api.fifa.com/api/v1/picture/players/2018fwc/363863_sq-300_jpg?allowDefaultPicture=true,TREZEGUET,Midfielder,Trezeguet,
29,Egypt,"Set to be one of Egypt coach Hector Cuper's frontline attacking assets, forward Marwan Mohsen has recovered from the serious injury he picked up at the 2017 CAF Africa Cup of Nations.",https://api.fifa.com/api/v1/picture/players/2018fwc/339900_sq-300_jpg?allowDefaultPicture=true,MARWAN MOHSEN,Forward,Marwan,Mohsen
25,Egypt,"Mohamed Salah has excelled for his country, leading the way for Egypt during the qualifiers for the 2018 FIFA World Cup with five goals. Two of those came in the crucial meeting with Congo which sealed qualification, and he will now be intent on helping the Pharaohs secure their first ever place in the knockout stage.",https://api.fifa.com/api/v1/picture/players/2018fwc/344654_sq-300_jpg?allowDefaultPicture=true,MOHAMED SALAH,Forward,Mohamed,Salah
24,Egypt,"Mahmoud Kahraba belongs to a group of young forwards held in high esteem by Egypt coach Hector Cuper, being regularly sent from the bench in the second half to inject fresh energy up front. Having struck the Pharaohs' winner in their quarter-final with Morocco at the 2017 CAF Africa Cup of Nations, Kahraba is determined to leave his mark again in Russia.",https://api.fifa.com/api/v1/picture/players/2018fwc/369215_sq-300_jpg?allowDefaultPicture=true,KAHRABA,Forward,Kahraba,
21,Egypt,"Coach Hector Cuper is counting on Ramadhan Sobhi to make the difference as part of Egypt's frontline in Russia, where he and Mohamed Salah will pose a genuine threat. Whatever happens, Sobhi's participation at the finals is sure to prove a turning point in his career.",https://api.fifa.com/api/v1/picture/players/2018fwc/401841_sq-300_jpg?allowDefaultPicture=true,RAMADAN SOBHY,Forward,Ramadan,Sobhy
32,Egypt,"Despite a gifted left foot, Shikabala played only 65 minutes of the qualifiers for the 2018 FIFA World Cup™, but more recently he enjoyed cameo appearances during Egypt's warm-up matches. Coach Hector Cuper feels his experience could be vital in Russia, where he will be one of the senior figures along with Ahmed Elmohamady, Ahmed Fathi and Essam El Hadary.",https://api.fifa.com/api/v1/picture/players/2018fwc/230098_sq-300_jpg?allowDefaultPicture=true,SHIKABALA,Forward,Shikabala,
24,Egypt,"An attacking midfielder, Warda played just 27 minutes of the qualifiers for the 2018 FIFA World Cup Russia, but he has enjoyed more time on the pitch as a substitute in recent matches. Warda was called from the bench in the March friendlies against Portugal and Greece. Thanks to his fine technique and physical prowess, Warda is capable of linking up Egypt's attack and defence.",https://api.fifa.com/api/v1/picture/players/2018fwc/363867_sq-300_jpg?allowDefaultPicture=true,AMR WARDA,Forward,Amr,Warda
27,England,"Danny Rose has found himself featuring with more freedom down the left flank following England's switch to a three-man defence, a deployment that comes naturally to him. Despite a lack of natural goalscoring ability, Rose is just as comfortable in attack as he is regaining possession or defending.",https://api.fifa.com/api/v1/picture/players/2018fwc/274036_sq-300_jpg?allowDefaultPicture=true,DANNY ROSE,Defender,Danny,Rose
24,England,"A classy, ball-playing defender, Stones is seen by some as the ideal exponent of Pep Guardiola’s style of playing out from the back, and there is no doubt that England have benefited from the Barnsley-born defender’s time under the Catalan coach at Manchester City.",https://api.fifa.com/api/v1/picture/players/2018fwc/369434_sq-300_jpg?allowDefaultPicture=true,JOHN STONES,Defender,John,Stones
25,England,"Harry Maguire’s burly physical presence belies his ability on the ball, with the central defender able to stride forward confidently and add an extra body in midfield when required – a trait which works well with Gareth Southgate’s preferred system of three central defenders.",https://api.fifa.com/api/v1/picture/players/2018fwc/407498_sq-300_jpg?allowDefaultPicture=true,HARRY MAGUIRE,Defender,Harry,Maguire
27,England,"The role of the full-back in the modern game is as much about regaining possession and stopping the opposition, as it is about bombing forward and providing a threat in the final third. Kieran Trippier ticks all those boxes.",https://api.fifa.com/api/v1/picture/players/2018fwc/306504_sq-300_jpg?allowDefaultPicture=true,KIERAN TRIPPIER,Defender,Kieran,Trippier
32,England,"One of the few members of England’s 2014 FIFA World Cup Brazil™ squad to return to the global finals at Russia 2018, Gary Cahill’s vast experience speaks for itself.",https://api.fifa.com/api/v1/picture/players/2018fwc/305764_sq-300_jpg?allowDefaultPicture=true,GARY CAHILL,Defender,Gary,Cahill
26,England,"Phil Jones has a natural comfort on the ball, which belies his rather stocky frame, the latter of which allows him to be a tough opponent to knock off the ball. He can slot in comfortably in an array of systems, either in the centre of defence, at right back, or as a holding midfielder.",https://api.fifa.com/api/v1/picture/players/2018fwc/358009_sq-300_jpg?allowDefaultPicture=true,PHIL JONES,Defender,Phil,Jones
28,England,"Fabian Delph can play on the left side of defence, either as a left-back or an advanced wing-back, even though he started his career in midfield. Delph's adaptability will no doubt be a vital asset for Gareth Southgate in Russia.",https://api.fifa.com/api/v1/picture/players/2018fwc/306520_sq-300_jpg?allowDefaultPicture=true,FABIAN DELPH,Defender,Fabian,Delph
32,England,"One of the few players in Gareth Southgate’s squad over the age of 30, Ashley Young has enjoyed something of a renaissance under Jose Mourinho at Old Trafford after switching to a new position as a full-back.",https://api.fifa.com/api/v1/picture/players/2018fwc/299962_sq-300_jpg?allowDefaultPicture=true,ASHLEY YOUNG,Defender,Ashley,Young
19,England,"The young Liverpool right-back has featured at a variety of age groups for his country but had never even been called into a senior squad before his inclusion in Gareth Southgate’s final list. However, his club form made him difficult to overlook.",https://api.fifa.com/api/v1/picture/players/2018fwc/390761_sq-300_jpg?allowDefaultPicture=true,TRENT ALEXANDER-ARNOLD,Defender,Trent,Alexander-arnold
24,England,"Equally comfortable in midfield, central defence or at right-back, Dier has become as invaluable to Gareth Southgate as he has to Tottenham Hotspur manager Mauricio Pochettino. He featured in seven of England’s ten games in FIFA World Cup™ qualifying on the road to Russia.",https://api.fifa.com/api/v1/picture/players/2018fwc/369400_sq-300_jpg?allowDefaultPicture=true,ERIC DIER,Midfielder,Eric,Dier
25,England,"Since making his debut in October 2016, Lingard – who bamboozles and irritates opposition defenders in equal measure with his unpredictable style and relentless workrate – has become a key part of Southgate’s Three Lions set-up.",https://api.fifa.com/api/v1/picture/players/2018fwc/398743_sq-300_jpg?allowDefaultPicture=true,JESSE LINGARD,Midfielder,Jesse,Lingard
